date,location_key,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested,cumulative_confirmed_for_each_Location,precentage_of_recovered_per_day,precentage_of_tested_per_day,precentage_of_deceased_per_day,precentage_of_confirmed_per_day,precentage_of_death_from_confirmed,recovery-rate,case_to_recovery_ratio
2022-02-04,Pe_Lor_0112,5.0,0.0,,,2378.0,300.0,87779.05924540068,2406760.221967655,2378.0,,,0.0,0.0021026072329688814,0.1261564339781329,36.91297697451669,0.027090743742786225
2022-02-04,Pe_Lor_0113,30.0,0.0,,,5222.0,596.0,87779.05924540068,2406760.221967655,5222.0,,,0.0,0.005744925315970892,0.11413251627728839,16.809471322367042,0.05949027074214873
2022-02-04,Pe_Lor_0201,16.0,0.0,,,5386.0,374.0,87779.05924540068,2406760.221967655,5386.0,,,0.0,0.0029706646862235424,0.0694392870404753,16.297634468139748,0.06135859789682364
2022-02-04,Pe_Aya_0205,1.0,0.0,,,76.0,4.0,87779.05924540068,2406760.221967655,76.0,,,0.0,0.013157894736842105,0.05263157894736842,1154.987621650009,0.0008658101448493495
2022-02-04,Pe_Lor_0205,2.0,0.0,,,255.0,2.0,87779.05924540068,2406760.221967655,255.0,,,0.0,0.00784313725490196,0.00784313725490196,344.23160488392426,0.002905020880744528
2022-02-04,Pe_Aya_0204,2.0,0.0,,,121.0,12.0,87779.05924540068,2406760.221967655,121.0,,,0.0,0.01652892561983471,0.09917355371900827,725.4467706231461,0.0013784608885101487
2022-02-04,Pe_Aya_0203,3.0,0.0,,,533.0,15.0,87779.05924540068,2406760.221967655,533.0,,,0.0,0.005628517823639775,0.028142589118198873,164.68866650168985,0.006072063252693464
2022-02-04,Pe_Lor_0211,2.0,0.0,,,57.0,3.0,87779.05924540068,2406760.221967655,57.0,,,0.0,0.03508771929824561,0.05263157894736842,1539.9834955333454,0.0006493576086370121
2022-02-04,Pe_Lor_0301,2.0,0.0,,,3418.0,122.0,87779.05924540068,2406760.221967655,3418.0,,,0.0,0.0005851375073142189,0.035693387946167346,25.681409960620446,0.038938672040724695
2022-02-04,Pe_Lor_0108,5.0,0.0,,,6945.0,529.0,87779.05924540068,2406760.221967655,6945.0,,,0.0,0.0007199424046076314,0.0761699064074874,12.639173397465902,0.07911909810498333
2022-02-04,Pe_Huc_0317,1.0,0.0,,,118.0,14.0,87779.05924540068,2406760.221967655,118.0,,,0.0,0.00847457627118644,0.11864406779661017,743.8903325881414,0.0013442841722660953
2022-02-04,Pe_Huv_0304,5.0,0.0,,,298.0,19.0,87779.05924540068,2406760.221967655,298.0,,,0.0,0.016778523489932886,0.06375838926174497,294.56060149463315,0.0033948871469092917
2022-02-04,Mx_Oax_20235,1.0,0.0,,,5.0,0.0,87779.05924540068,2406760.221967655,5.0,,,,0.2,0.0,17555.811849080135,5.6961193740088783e-05
2022-02-04,Mx_Oax_20219,1.0,0.0,,,1.0,0.0,87779.05924540068,2406760.221967655,1.0,,,,1.0,0.0,87779.05924540068,1.1392238748017757e-05
2022-02-04,Mx_Oax_20203,1.0,0.0,,,2.0,0.0,87779.05924540068,2406760.221967655,2.0,,,,0.5,0.0,43889.52962270034,2.2784477496035513e-05
2022-02-05,Mx_Oax_20165,1.0,0.0,,,2.0,0.0,87779.05924540068,2406760.221967655,2.0,,,,0.5,0.0,43889.52962270034,2.2784477496035513e-05
2022-02-05,Mx_Jal_14090,0.0,1.0,,,5.0,2.0,87779.05924540068,2406760.221967655,5.0,,,0.5,0.0,0.4,17555.811849080135,5.6961193740088783e-05
2022-02-06,Mx_Chp_07121,1.0,0.0,,,2.0,0.0,87779.05924540068,2406760.221967655,2.0,,,,0.5,0.0,43889.52962270034,2.2784477496035513e-05
2022-02-06,Mx_Mic_16092,0.0,1.0,,,2.0,1.0,87779.05924540068,2406760.221967655,2.0,,,1.0,0.0,0.5,43889.52962270034,2.2784477496035513e-05
2022-02-06,Mx_Oax_20422,1.0,0.0,,,1.0,0.0,87779.05924540068,2406760.221967655,1.0,,,,1.0,0.0,87779.05924540068,1.1392238748017757e-05
2022-02-06,Mx_Pue_21009,0.0,1.0,,,2.0,1.0,87779.05924540068,2406760.221967655,2.0,,,1.0,0.0,0.5,43889.52962270034,2.2784477496035513e-05
2022-02-07,Mx_Pue_21030,1.0,0.0,,,2.0,0.0,87779.05924540068,2406760.221967655,2.0,,,,0.5,0.0,43889.52962270034,2.2784477496035513e-05
2022-02-07,Mx_Pue_21097,1.0,0.0,,,2.0,0.0,87779.05924540068,2406760.221967655,2.0,,,,0.5,0.0,43889.52962270034,2.2784477496035513e-05
2022-02-07,Mx_Oax_20466,0.0,1.0,,,2.0,1.0,87779.05924540068,2406760.221967655,2.0,,,1.0,0.0,0.5,43889.52962270034,2.2784477496035513e-05
2022-02-08,Mx_Oax_20438,1.0,0.0,,,1.0,0.0,87779.05924540068,2406760.221967655,1.0,,,,1.0,0.0,87779.05924540068,1.1392238748017757e-05
2022-02-08,Mx_Oax_20147,1.0,0.0,,,1.0,0.0,87779.05924540068,2406760.221967655,1.0,,,,1.0,0.0,87779.05924540068,1.1392238748017757e-05
2022-02-08,Mx_Oax_20389,1.0,0.0,,,1.0,0.0,87779.05924540068,2406760.221967655,1.0,,,,1.0,0.0,87779.05924540068,1.1392238748017757e-05
2022-02-08,Mx_Oax_20105,1.0,0.0,,,2.0,0.0,87779.05924540068,2406760.221967655,2.0,,,,0.5,0.0,43889.52962270034,2.2784477496035513e-05
2022-02-08,Mx_Oax_20007,1.0,0.0,,,2.0,0.0,87779.05924540068,2406760.221967655,2.0,,,,0.5,0.0,43889.52962270034,2.2784477496035513e-05
2022-02-08,Mx_Pue_21217,1.0,0.0,,,5.0,0.0,87779.05924540068,2406760.221967655,5.0,,,,0.2,0.0,17555.811849080135,5.6961193740088783e-05
2022-02-09,Mx_Pue_21147,0.0,1.0,,,4.0,1.0,87779.05924540068,2406760.221967655,4.0,,,1.0,0.0,0.25,21944.76481135017,4.556895499207103e-05
2022-02-09,Mx_Oax_20332,1.0,0.0,,,1.0,0.0,87779.05924540068,2406760.221967655,1.0,,,,1.0,0.0,87779.05924540068,1.1392238748017757e-05
2022-02-09,Mx_Oax_20388,1.0,0.0,,,6.0,1.0,87779.05924540068,2406760.221967655,6.0,,,0.0,0.16666666666666666,0.16666666666666666,14629.84320756678,6.835343248810654e-05
2022-02-09,Mx_Oax_20448,1.0,0.0,,,1.0,0.0,87779.05924540068,2406760.221967655,1.0,,,,1.0,0.0,87779.05924540068,1.1392238748017757e-05
2022-02-09,Mx_Jal_14011,0.0,1.0,,,3.0,1.0,87779.05924540068,2406760.221967655,3.0,,,1.0,0.0,0.3333333333333333,29259.68641513356,3.417671624405327e-05
2022-02-10,Mx_Oax_20169,1.0,0.0,,,1.0,0.0,87779.05924540068,2406760.221967655,1.0,,,,1.0,0.0,87779.05924540068,1.1392238748017757e-05
2022-02-10,De_Be_11007,896.0,0.0,3.0,,60199.0,492.0,37285.0,2406760.221967655,60199.0,8.046131151937777e-05,,0.0,0.014883968172228774,0.008172893237429193,0.619362447881194,1.6145634973850074
2022-02-10,De_Be_11009,1050.0,0.0,0.0,,36991.0,269.0,25751.0,2406760.221967655,36991.0,0.0,,0.0,0.02838528290665297,0.007272039144656808,0.696142304884972,1.436487903382393
2022-02-10,Mx_Oax_20495,1.0,0.0,,,2.0,0.0,87779.05924540068,2406760.221967655,2.0,,,,0.5,0.0,43889.52962270034,2.2784477496035513e-05
2022-02-10,De_Be_11008,100.0,0.0,0.0,,70141.0,476.0,48850.0,2406760.221967655,70141.0,0.0,,0.0,0.00142569966210918,0.006786330391639697,0.6964542849403345,1.4358444216990789
2022-02-10,Mx_Oax_20095,1.0,0.0,,,4.0,1.0,87779.05924540068,2406760.221967655,4.0,,,0.0,0.25,0.25,21944.76481135017,4.556895499207103e-05
2022-02-10,Mx_Oax_20118,1.0,0.0,,,1.0,0.0,87779.05924540068,2406760.221967655,1.0,,,,1.0,0.0,87779.05924540068,1.1392238748017757e-05
2022-02-10,Mx_Oax_20233,1.0,0.0,,,2.0,0.0,87779.05924540068,2406760.221967655,2.0,,,,0.5,0.0,43889.52962270034,2.2784477496035513e-05
2022-02-10,Mx_Son_26024,1.0,0.0,,,2.0,0.0,87779.05924540068,2406760.221967655,2.0,,,,0.5,0.0,43889.52962270034,2.2784477496035513e-05
2022-02-10,Mx_Oax_20183,1.0,0.0,,,1.0,0.0,87779.05924540068,2406760.221967655,1.0,,,,1.0,0.0,87779.05924540068,1.1392238748017757e-05
2022-02-11,Mx_Ver_30063,0.0,1.0,,,4.0,1.0,87779.05924540068,2406760.221967655,4.0,,,1.0,0.0,0.25,21944.76481135017,4.556895499207103e-05
2022-02-11,Mx_Zac_32041,0.0,1.0,,,9.0,1.0,87779.05924540068,2406760.221967655,9.0,,,1.0,0.0,0.1111111111111111,9753.22880504452,0.00010253014873215982
2022-02-11,Mx_Oax_20210,2.0,0.0,,,2.0,0.0,87779.05924540068,2406760.221967655,2.0,,,,1.0,0.0,43889.52962270034,2.2784477496035513e-05
2022-02-11,Mx_Oax_20370,1.0,0.0,,,5.0,0.0,87779.05924540068,2406760.221967655,5.0,,,,0.2,0.0,17555.811849080135,5.6961193740088783e-05
2022-02-11,Mx_Oax_20280,1.0,0.0,,,18.0,0.0,87779.05924540068,2406760.221967655,18.0,,,,0.05555555555555555,0.0,4876.61440252226,0.00020506029746431963
2022-02-11,Mx_Gro_12031,0.0,1.0,,,4.0,2.0,87779.05924540068,2406760.221967655,4.0,,,0.5,0.0,0.5,21944.76481135017,4.556895499207103e-05
2022-02-11,De_Be_11001,12.0,0.0,0.0,,79709.0,388.0,51372.0,2406760.221967655,79709.0,0.0,,0.0,0.00015054761695667992,0.004867706281599318,0.6444943481915467,1.5516039866074904
2022-02-11,De_Rp_07313,2.0,0.0,0.0,,5991.0,59.0,5112.0,2406760.221967655,5991.0,0.0,,0.0,0.00033383408446002337,0.00984810549157069,0.8532799198798198,1.1719483568075117
2022-02-11,Mx_Oax_20211,1.0,0.0,,,2.0,0.0,87779.05924540068,2406760.221967655,2.0,,,,0.5,0.0,43889.52962270034,2.2784477496035513e-05
2022-02-12,Mx_Mic_16021,1.0,0.0,,,2.0,0.0,87779.05924540068,2406760.221967655,2.0,,,,0.5,0.0,43889.52962270034,2.2784477496035513e-05
2022-02-12,Mx_Yuc_31073,1.0,0.0,,,2.0,0.0,87779.05924540068,2406760.221967655,2.0,,,,0.5,0.0,43889.52962270034,2.2784477496035513e-05
2022-02-12,De_Ni_03460,13.0,0.0,0.0,,22642.0,101.0,19451.0,2406760.221967655,22642.0,0.0,,0.0,0.0005741542266584224,0.004460736684038512,0.8590672202102287,1.1640532620430826
2022-02-12,De_By_09475,192.0,0.0,0.0,,13694.0,211.0,10724.0,2406760.221967655,13694.0,0.0,,0.0,0.014020739009785307,0.015408207974295311,0.7831166934423835,1.2769488996643044
2022-02-12,De_By_09464,102.0,0.0,0.0,,7537.0,144.0,6017.0,2406760.221967655,7537.0,0.0,,0.0,0.013533236035557915,0.019105744991375878,0.7983282473132546,1.2526175835133788
2022-02-13,De_Sn_14522,206.0,0.0,0.0,,66170.0,969.0,56616.0,2406760.221967655,66170.0,0.0,,0.0,0.0031131932900105787,0.014644098534078888,0.8556143267341696,1.1687508831425746
2022-02-13,De_By_09662,20.0,0.0,0.0,,10793.0,127.0,8555.0,2406760.221967655,10793.0,0.0,,0.0,0.001853052904660428,0.011766885944593719,0.7926433799684981,1.2616014026884863
2022-02-13,De_Rp_07337,2.0,0.0,0.0,,12854.0,143.0,10949.0,2406760.221967655,12854.0,0.0,,0.0,0.00015559358954411078,0.01112494165240392,0.8517971059592345,1.1739884920997352
2022-02-13,Mx_Jal_14032,1.0,0.0,,,2.0,0.0,87779.05924540068,2406760.221967655,2.0,,,,0.5,0.0,43889.52962270034,2.2784477496035513e-05
2022-02-13,De_Rp_07137,1.0,0.0,0.0,,22218.0,210.0,14229.0,2406760.221967655,22218.0,0.0,,0.0,4.500855162480871e-05,0.00945179584120983,0.6404266810694031,1.56145899219903
2022-02-13,Mz_A,0.0,0.0,0.0,,9917.0,53.0,9724.0,2406760.221967655,9917.0,0.0,,0.0,0.0,0.005344358172834527,0.9805384692951498,1.019847799259564
2022-02-13,Mz_B,0.0,0.0,0.0,,11195.0,40.0,11095.0,2406760.221967655,11195.0,0.0,,0.0,0.0,0.003573023671281822,0.9910674408217954,1.0090130689499774
2022-02-13,De_Sh_01051,108.0,0.0,0.0,,9916.0,76.0,6578.0,2406760.221967655,9916.0,0.0,,0.0,0.010891488503428802,0.007664380798709157,0.663372327551432,1.507449072666464
2022-02-13,Mz_G,0.0,0.0,0.0,,16308.0,81.0,16206.0,2406760.221967655,16308.0,0.0,,0.0,0.0,0.004966887417218543,0.9937454010301693,1.0062939651980747
2022-02-13,Mz_I,0.0,0.0,10.0,,18187.0,63.0,18116.0,2406760.221967655,18187.0,0.0005519982336056525,,0.0,0.0,0.003464012756364436,0.9960961126079068,1.0039191874586002
2022-02-13,De_Rp_07111,1.0,0.0,0.0,,14049.0,179.0,8819.0,2406760.221967655,14049.0,0.0,,0.0,7.11794433767528e-05,0.01274112036443875,0.6277315111395829,1.59303775938315
2022-02-13,Mx_Oax_20444,1.0,0.0,,,3.0,0.0,87779.05924540068,2406760.221967655,3.0,,,,0.3333333333333333,0.0,29259.68641513356,3.417671624405327e-05
2022-02-13,Mx_Pue_21087,1.0,0.0,,,6.0,1.0,87779.05924540068,2406760.221967655,6.0,,,0.0,0.16666666666666666,0.16666666666666666,14629.84320756678,6.835343248810654e-05
2022-02-13,Mz_L,0.0,0.0,0.0,,33301.0,221.0,32909.0,2406760.221967655,33301.0,0.0,,0.0,0.0,0.006636437344223897,0.9882285817242725,1.0119116351150141
2022-02-13,Mz_Mpm,4.0,0.0,0.0,,78217.0,1476.0,73286.0,2406760.221967655,78217.0,0.0,,0.0,5.1139777797665467e-05,0.01887057800733856,0.9369574389199279,1.0672843380727561
2022-02-13,Mz_T,0.0,0.0,0.0,,10881.0,61.0,10735.0,2406760.221967655,10881.0,0.0,,0.0,0.0,0.005606102380295928,0.9865821156143737,1.0136003726129483
2022-02-13,Mz_N,2.0,0.0,0.0,,11206.0,41.0,11129.0,2406760.221967655,11206.0,0.0,,0.0,0.0001784758165268606,0.0036587542388006426,0.9931286810637159,1.0069188606343786
2022-02-13,Mz_P,42.0,0.0,0.0,,8085.0,17.0,7852.0,2406760.221967655,8085.0,0.0,,0.0,0.005194805194805195,0.0021026592455163882,0.9711811997526283,1.0296739684156904
2022-02-13,Mz_S,2.0,0.0,0.0,,14220.0,90.0,14121.0,2406760.221967655,14220.0,0.0,,0.0,0.00014064697609001407,0.006329113924050633,0.9930379746835443,1.0070108349267048
2022-02-13,Mz_Q,0.0,0.0,5.0,,13186.0,46.0,13105.0,2406760.221967655,13186.0,0.00038153376573826786,,0.0,0.0,0.0034885484604883967,0.99385712118914,1.00618084700496
2022-02-14,De_Ni_03402,2.0,0.0,0.0,,4800.0,23.0,3482.0,2406760.221967655,4800.0,0.0,,0.0,0.0004166666666666667,0.004791666666666666,0.7254166666666667,1.3785180930499712
2022-02-14,De_Ni_03401,155.0,0.0,0.0,,11352.0,82.0,9739.0,2406760.221967655,11352.0,0.0,,0.0,0.01365398167723749,0.007223396758280479,0.8579105003523608,1.165622753876168
2022-02-14,De_Ni_03354,46.0,0.0,0.0,,3520.0,30.0,2873.0,2406760.221967655,3520.0,0.0,,0.0,0.013068181818181817,0.008522727272727272,0.8161931818181818,1.2252001392272887
2022-02-14,De_Ni_03353,116.0,0.0,0.0,,28795.0,145.0,23036.0,2406760.221967655,28795.0,0.0,,0.0,0.004028477166174683,0.0050355964577183535,0.8,1.25
2022-02-14,De_Ni_03359,10.0,0.0,0.0,,19860.0,165.0,16232.0,2406760.221967655,19860.0,0.0,,0.0,0.0005035246727089627,0.008308157099697885,0.8173212487411883,1.2235091177920159
2022-02-14,De_Ni_03358,18.0,0.0,0.0,,12041.0,126.0,9629.0,2406760.221967655,12041.0,0.0,,0.0,0.0014948924507931236,0.010464247155551864,0.7996844115937215,1.2504933014850972
2022-02-14,De_Ni_03357,57.0,0.0,0.0,,14828.0,117.0,11697.0,2406760.221967655,14828.0,0.0,,0.0,0.0038440787698947937,0.007890477475047208,0.7888454275694632,1.2676754723433359
2022-02-14,De_Ni_03351,520.0,0.0,0.0,,18207.0,101.0,11152.0,2406760.221967655,18207.0,0.0,,0.0,0.02856044378535728,0.005547316966002087,0.6125116713352008,1.6326219512195121
2022-02-14,De_Ni_03356,22.0,0.0,0.0,,11139.0,72.0,9307.0,2406760.221967655,11139.0,0.0,,0.0,0.001975042642966155,0.006463775922434689,0.8355328126402729,1.1968410873536048
2022-02-14,De_Ni_03352,472.0,0.0,0.0,,17260.0,199.0,13404.0,2406760.221967655,17260.0,0.0,,0.0,0.027346465816917728,0.01152954808806489,0.7765932792584009,1.2876753207997613
2022-02-14,De_Ni_03355,18.0,0.0,0.0,,16942.0,82.0,13498.0,2406760.221967655,16942.0,0.0,,0.0,0.0010624483532050526,0.004840042497934128,0.7967182150867667,1.2551489109497704
2022-02-14,De_Ni_03361,154.0,0.0,0.0,,17389.0,119.0,14192.0,2406760.221967655,17389.0,0.0,,0.0,0.008856173442981195,0.00684340675139456,0.8161481396285007,1.2252677564825254
2022-02-14,De_Ni_03360,118.0,0.0,1.0,,6922.0,134.0,5863.0,2406760.221967655,6922.0,0.00017056114617090227,,0.0,0.01704709621496677,0.019358566888182605,0.847009534816527,1.1806242537949856
2022-02-14,De_Bw_08316,310.0,0.0,0.0,,25172.0,203.0,17970.0,2406760.221967655,25172.0,0.0,,0.0,0.012315270935960592,0.008064516129032258,0.7138884474813285,1.4007790762381747
2022-02-14,De_Ni_03404,16.0,0.0,1.0,,21003.0,121.0,16840.0,2406760.221967655,21003.0,5.9382422802850356e-05,,0.0,0.0007617959339142027,0.0057610817502261585,0.8017902204446984,1.247209026128266
2022-02-14,De_Nw_05117,60.0,0.0,0.0,,24216.0,290.0,15525.0,2406760.221967655,24216.0,0.0,,0.0,0.002477700693756194,0.01197555335315494,0.6411050545094152,1.559806763285024
2022-02-14,De_Nw_05116,145.0,0.0,0.0,,35895.0,288.0,22997.0,2406760.221967655,35895.0,0.0,,0.0,0.004039559827273994,0.008023401587964898,0.6406741886056554,1.5608557637952776
2022-02-14,De_Nw_05114,300.0,0.0,0.0,,36688.0,232.0,23259.0,2406760.221967655,36688.0,0.0,,0.0,0.008177060619276057,0.006323593545573485,0.6339675098124727,1.5773679005976182
2022-02-14,De_Ni_03257,363.0,0.0,1.0,,15974.0,118.0,12402.0,2406760.221967655,15974.0,8.063215610385422e-05,,0.0,0.02272442719419056,0.007387003881307124,0.7763866282709403,1.2880180616029673
2022-02-14,De_Nw_05113,418.0,0.0,0.0,,81807.0,711.0,65019.0,2406760.221967655,81807.0,0.0,,0.0,0.005109587199139438,0.008691187795665408,0.7947852873226008,1.2582014488072717
2022-02-14,De_Nw_05112,236.0,0.0,0.0,,76610.0,833.0,58653.0,2406760.221967655,76610.0,0.0,,0.0,0.0030805377888004177,0.010873254144367576,0.76560501240047,1.3061565478321655
2022-02-14,De_Nw_05111,365.0,0.0,1.0,,106733.0,689.0,62788.0,2406760.221967655,106733.0,1.5926610180289226e-05,,0.0,0.003419748343998576,0.0064553605726438874,0.5882716685561167,1.69989488437281
2022-02-14,De_Nw,25063.0,3.0,29.0,,2608707.0,21597.0,1896747.0,2406760.221967655,2608707.0,1.5289334845395828e-05,,0.00013890818169190166,0.00960744154096263,0.008278813987159156,0.7270831871881357,1.375358442638897
2022-02-14,De_Ni_03462,58.0,0.0,23.0,,3587.0,42.0,3320.0,2406760.221967655,3587.0,0.0069277108433734936,,0.0,0.016169500975745748,0.011708948982436577,0.9255645386116532,1.080421686746988
2022-02-14,De_Ni_03403,6.0,0.0,0.0,,17089.0,57.0,14188.0,2406760.221967655,17089.0,0.0,,0.0,0.0003511030487448066,0.003335478963075663,0.830241675931886,1.204468564984494
2022-02-14,De_Ni_03461,5.0,0.0,0.0,,9587.0,130.0,7795.0,2406760.221967655,9587.0,0.0,,0.0,0.0005215395848544905,0.013560029206216751,0.8130802127881506,1.2298909557408595
2022-02-14,De_Ni_03458,98.0,0.0,1.0,,15023.0,133.0,12525.0,2406760.221967655,15023.0,7.984031936127745e-05,,0.0,0.006523330892631299,0.008853091925713905,0.8337216268388471,1.199441117764471
2022-02-14,De_Ni_03457,241.0,0.0,0.0,,15086.0,92.0,11464.0,2406760.221967655,15086.0,0.0,,0.0,0.015975076229616865,0.006098369349065358,0.7599098501922312,1.3159455687369155
2022-02-14,De_Ni_03456,263.0,0.0,0.0,,16461.0,144.0,10470.0,2406760.221967655,16461.0,0.0,,0.0,0.015977158131340746,0.008747949699289229,0.6360488427191544,1.5722063037249283
2022-02-14,De_Ni_03455,17.0,0.0,4.0,,6376.0,51.0,5029.0,2406760.221967655,6376.0,0.0007953867568104991,,0.0,0.00266624843161857,0.007998745294855709,0.7887390213299874,1.2678464903559357
2022-02-14,De_Ni_03454,89.0,0.0,0.0,,39732.0,263.0,32335.0,2406760.221967655,39732.0,0.0,,0.0,0.002240008053961542,0.006619349642605457,0.8138276452229941,1.2287614040513375
2022-02-14,De_Ni_03453,169.0,0.0,0.0,,26966.0,203.0,23092.0,2406760.221967655,26966.0,0.0,,0.0,0.006267151227471631,0.007527998219980716,0.8563376103241118,1.167763727697904
2022-02-14,De_Ni_03452,9.0,0.0,0.0,,13797.0,82.0,10261.0,2406760.221967655,13797.0,0.0,,0.0,0.0006523157208088715,0.005943321011814162,0.7437124012466478,1.344605788909463
2022-02-14,De_Ni_03451,60.0,0.0,0.0,,10200.0,81.0,7462.0,2406760.221967655,10200.0,0.0,,0.0,0.0058823529411764705,0.007941176470588234,0.7315686274509804,1.3669257571696596
2022-02-14,De_Ni_03405,3.0,0.0,0.0,,7016.0,72.0,5339.0,2406760.221967655,7016.0,0.0,,0.0,0.00042759407069555304,0.010262257696693273,0.7609749144811858,1.3141037647499532
2022-02-14,De_Ni_03459,57.0,0.0,0.0,,46562.0,377.0,36881.0,2406760.221967655,46562.0,0.0,,0.0,0.001224174219320476,0.008096731240067007,0.7920836733817276,1.2624928825140316
2022-02-14,De_Ni_03256,448.0,0.0,0.0,,12193.0,173.0,8745.0,2406760.221967655,12193.0,0.0,,0.0,0.036742393176412695,0.01418846879357008,0.7172147953743951,1.3942824471126358
2022-02-14,De_Mv_13003,599.0,0.0,0.0,,21564.0,105.0,12671.0,2406760.221967655,21564.0,0.0,,0.0,0.027777777777777776,0.004869226488592098,0.5875997032090521,1.7018388446057928
2022-02-14,De_Ni_03254,127.0,0.0,0.0,,27524.0,348.0,18253.0,2406760.221967655,27524.0,0.0,,0.0,0.004614154919343119,0.01264351111757012,0.6631666908879523,1.507916506875582
2022-02-14,De_Hh_02000,72.0,0.0,0.0,,316352.0,2208.0,192757.0,2406760.221967655,316352.0,0.0,,0.0,0.00022759457819138175,0.006979567064535707,0.6093117792838357,1.6411959098761653
2022-02-14,De_Hh,72.0,0.0,0.0,,316352.0,2208.0,192757.0,2406760.221967655,316352.0,0.0,,0.0,0.00022759457819138175,0.006979567064535707,0.6093117792838357,1.6411959098761653
2022-02-14,De_He_06636,49.0,0.0,0.0,,10107.0,191.0,7495.0,2406760.221967655,10107.0,0.0,,0.0,0.00484812506183833,0.018897793608390223,0.7415652518056792,1.3484989993328886
2022-02-14,De_He_06635,548.0,0.0,0.0,,19192.0,177.0,11285.0,2406760.221967655,19192.0,0.0,,0.0,0.028553563984993747,0.009222592746977908,0.5880054189245519,1.7006645990252547
2022-02-14,De_He_06634,73.0,0.0,0.0,,19434.0,274.0,11348.0,2406760.221967655,19434.0,0.0,,0.0,0.003756303385818668,0.014099001749511167,0.5839250797571267,1.7125484666901656
2022-02-14,De_He_06633,891.0,0.0,0.0,,25672.0,252.0,14815.0,2406760.221967655,25672.0,0.0,,0.0,0.03470707385478342,0.009816142100342786,0.577087877843565,1.732838339520756
2022-02-14,De_He_06632,237.0,0.0,0.0,,15107.0,214.0,9673.0,2406760.221967655,15107.0,0.0,,0.0,0.015688091613159462,0.01416561858740981,0.6402991990467995,1.561769874909542
2022-02-14,De_He_06631,162.0,0.0,1.0,,39501.0,348.0,27159.0,2406760.221967655,39501.0,3.6820206929562945e-05,,0.0,0.004101161995898838,0.008809903546745651,0.6875522138680034,1.454434993924666
2022-02-14,De_Mv,1908.0,0.0,0.0,,192379.0,1700.0,144723.0,2406760.221967655,192379.0,0.0,,0.0,0.00991792243436134,0.008836723342984422,0.7522806543333732,1.3292911285697504
2022-02-14,De_He_06611,742.0,0.0,0.0,,27775.0,227.0,16061.0,2406760.221967655,27775.0,0.0,,0.0,0.026714671467146716,0.008172817281728173,0.5782538253825382,1.7293443745719446
2022-02-14,De_He_06534,50.0,0.0,0.0,,30379.0,311.0,19928.0,2406760.221967655,30379.0,0.0,,0.0,0.0016458737943974456,0.010237335001152112,0.6559794594950459,1.5244379767161782
2022-02-14,De_He_06533,90.0,0.0,0.0,,23092.0,315.0,15626.0,2406760.221967655,23092.0,0.0,,0.0,0.0038974536636064436,0.013641087822622553,0.6766845660834921,1.477793421221042
2022-02-14,De_He_06532,243.0,0.0,0.0,,34810.0,268.0,20276.0,2406760.221967655,34810.0,0.0,,0.0,0.00698075265728239,0.007698937087043953,0.5824762999138179,1.7168080489248372
2022-02-14,De_He_06531,606.0,0.0,0.0,,38993.0,393.0,22677.0,2406760.221967655,38993.0,0.0,,0.0,0.015541250993768112,0.010078732080116944,0.58156592208858,1.7194955240993077
2022-02-14,De_He_06440,84.0,0.0,0.0,,42410.0,584.0,26655.0,2406760.221967655,42410.0,0.0,,0.0,0.001980664937514737,0.013770337184626268,0.6285074274935157,1.5910710936034516
2022-02-14,De_He_06439,202.0,0.0,0.0,,24767.0,200.0,14209.0,2406760.221967655,24767.0,0.0,,0.0,0.0081560140509549,0.00807526143658901,0.5737069487624662,1.74305017946372
2022-02-14,De_He_06438,289.0,0.0,1.0,,59244.0,656.0,34890.0,2406760.221967655,59244.0,2.866150759529951e-05,,0.0,0.004878131118763082,0.011072851259199244,0.5889203970022281,1.6980223559759244
2022-02-14,De_He_06437,399.0,0.0,0.0,,14426.0,207.0,11208.0,2406760.221967655,14426.0,0.0,,0.0,0.027658394565368085,0.014349091917371413,0.7769305420768058,1.2871163454675232
2022-02-14,De_He_06535,397.0,0.0,0.0,,12574.0,122.0,7080.0,2406760.221967655,12574.0,0.0,,0.0,0.03157308732304756,0.009702560839828216,0.5630666454588834,1.7759887005649717
2022-02-14,De_Ni_03255,70.0,0.0,0.0,,6109.0,79.0,4733.0,2406760.221967655,6109.0,0.0,,0.0,0.011458503846783435,0.01293174005565559,0.774758552954657,1.2907246989224592
2022-02-14,De_Nw_05119,77.0,0.0,0.0,,30644.0,421.0,25422.0,2406760.221967655,30644.0,0.0,,0.0,0.0025127267980681375,0.01373841535047644,0.8295914371491973,1.205412634725828
2022-02-14,De_Mv_13071,395.0,0.0,0.0,,30010.0,201.0,25889.0,2406760.221967655,30010.0,0.0,,0.0,0.013162279240253249,0.006697767410863045,0.8626791069643452,1.159179574336591
2022-02-14,De_Ni_03252,11.0,0.0,1.0,,15458.0,118.0,11240.0,2406760.221967655,15458.0,8.896797153024912e-05,,0.0,0.0007116056410919912,0.007633587786259542,0.7271315823521801,1.3752669039145908
2022-02-14,De_Ni_03251,503.0,0.0,0.0,,24006.0,122.0,18731.0,2406760.221967655,24006.0,0.0,,0.0,0.020953095059568442,0.005082062817628926,0.7802632675164543,1.2816187069563825
